"1,19","547,71","328,46"
"2,19","524,71","328,46"
"3,19","881,69","379,35"
"4,19","909,65","429,93"
"5,19","747,33","417,50"
"6,19","1077,07","626,26"
"7,19","849,78","456,26"
"8,19","813,28","456,26"
"9,19","780,2","456,26"
"10,19","863,47","458,26"
"11,19","916,76","505,10"
"12,19","1459,11","838,57"
